Chemical,Type,State,Available,RName,CName,DName,Density1,Density2,Density3,Mm,Sol,Mp,Bp,KH,color1,alpha1,color2,alpha2,color3,alpha3,color4,alpha4,friction,restitution,JPN,CHN,TW,KR,Solk,MOH,KOH,MH,PTN
Pentadecane,Liquid,0,1,Pentadecane,Pentadecane,Pentadecane,0.77,1,0.001,212.41,0,10,270.5,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Hexadecane,Liquid,0,1,Hexadecane,Hexadecane,Hexadecane,0.77,1,0.001,226.44,0,18.2,287,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Heptadecane,Liquid,0,1,Heptadecane,Heptadecane,Heptadecane,0.77,1,0.001,240.46,0,22,303,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Octadecane,Liquid,0,1,Octadecane,Octadecane,Octadecane,0.78,1,0.001,254.49,0,28.2,316.7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Nonadecane,Liquid,0,1,Nonadecane,Nonadecane,Nonadecane,0.78,1,0.001,268.52,0,32,330,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Eicosane,Liquid,0,1,Eicosane,Eicosane,Eicosane,0.79,1,0.001,282.55,0,36.8,343,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Propylene,Gas,0,1,Propylene,Propylene,Propylene,0.001,1,0.001,42.08,0,-185.2,-47.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Butene,Gas,0,1,Butene,Butene,Butene,0.001,1,0.001,56.11,0,-185.3,-6.4,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Pentene,Liquid,0,1,Pentene,Pentene,Pentene,0.64,1,0.001,70.13,0,-165.2,30,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Hexene,Liquid,0,1,Hexene,Hexene,Hexene,0.67,1,0.001,84.16,0,-139.8,63.5,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Heptene,Liquid,0,1,Heptene,Heptene,Heptene,0.7,1,0.001,98.19,0,-119,93.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Octene,Liquid,0,1,Octene,Octene,Octene,0.71,1,0.001,112.21,0,-101.7,122.5,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Propyne,Gas,0,1,Propyne,Propyne,Propyne,0.001,1,0.001,40.06,0,-102.7,-23.2,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Propanol,Liquid,0,1,Propanol,Propanol,Propanol,0.804,1,0.001,60.1,0,-126.2,97.2,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Isopropyl Alcohol,Liquid,0,1,Isopropyl Alcohol,Isopropyl Alcohol,Isopropyl Alcohol,0.786,1,0.001,60.1,0,-89.5,82.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Butanol,Liquid,0,1,Butanol,Butanol,Butanol,0.81,1,0.001,74.12,0,-89.5,117.7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Isobutyl Alcohol,Liquid,0,1,Isobutyl Alcohol,Isobutyl Alcohol,Isobutyl Alcohol,0.802,1,0.001,74.12,0,-108,107.9,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Tert-Butyl Alcohol,Solid,0,1,Tert-Butyl Alcohol,Tert-Butyl Alcohol,Tert-Butyl Alcohol,0.786,1,0.001,74.12,0,25.7,82.4,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Pentanol,Liquid,0,1,Pentanol,Pentanol,Pentanol,0.81,1,0.001,88.15,0,-79,138,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Hexanol,Liquid,0,1,Hexanol,Hexanol,Hexanol,0.82,1,0.001,102.17,0,-52,157,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Heptanol,Liquid,0,1,Heptanol,Heptanol,Heptanol,0.82,1,0.001,116.2,0,-34,176,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Octanol,Liquid,0,1,Octanol,Octanol,Octanol,0.83,1,0.001,130.23,0,-15,195,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Nonanol,Liquid,0,1,Nonanol,Nonanol,Nonanol,0.83,1,0.001,144.25,0,-5,214,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Decanol,Liquid,0,1,Decanol,Decanol,Decanol,0.83,1,0.001,158.28,0,7,232,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Glycol,Liquid,0,1,Glycol,Glycol,Glycol,1.11,1,0.001,62.07,0,-13,197.3,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Acetaldehyde,Liquid,0,1,Acetaldehyde,Acetaldehyde,Acetaldehyde,0.78,1,0.001,44.05,0,-123.4,20.2,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Propionaldehyde,Liquid,0,1,Propionaldehyde,Propionaldehyde,Propionaldehyde,0.81,1,0.001,58.08,0,-80,48,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Butyraldehyde,Liquid,0,1,Butyraldehyde,Butyraldehyde,Butyraldehyde,0.8,1,0.001,72.11,0,-96,74.8,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Benzaldehyde,Liquid,0,1,Benzaldehyde,Benzaldehyde,Benzaldehyde,1.04,1,0.001,106.12,0,-26,178.8,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Methyl Ethyl Ketone,Liquid,0,1,Methyl Ethyl Ketone,Methyl Ethyl Ketone,Methyl Ethyl Ketone,0.8,1,0.001,72.11,0,-86,79.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Diethyl Ketone,Liquid,0,1,Diethyl Ketone,Diethyl Ketone,Diethyl Ketone,0.81,1,0.001,86.13,0,-42,102.7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Acetophenone,Liquid,0,1,Acetophenone,Acetophenone,Acetophenone,1.03,1,0.001,120.15,0,19.6,202,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Cyclohexanone,Liquid,0,1,Cyclohexanone,Cyclohexanone,Cyclohexanone,0.95,1,0.001,98.14,0,-16.4,155,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Formic Acid,Liquid,0,1,Formic Acid,Formic Acid,Formic Acid,1.22,1,0.001,46.03,0,8.4,100.8,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Propionic Acid,Liquid,0,1,Propionic Acid,Propionic Acid,Propionic Acid,0.99,1,0.001,74.08,0,-20.7,141.1,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Butyric Acid,Liquid,0,1,Butyric Acid,Butyric Acid,Butyric Acid,0.964,1,0.001,88.11,0,-7.9,163.5,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Valeric Acid,Liquid,0,1,Valeric Acid,Valeric Acid,Valeric Acid,0.939,1,0.001,102.13,0,-34.5,186,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Caproic Acid,Liquid,0,1,Caproic Acid,Caproic Acid,Caproic Acid,0.93,1,0.001,116.16,0,-3,205,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Benzoic Acid,Solid,0,1,Benzoic Acid,Benzoic Acid,Benzoic Acid,1.27,1,0.001,122.12,0,122.4,249.2,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Salicylic Acid,Solid,0,1,Salicylic Acid,Salicylic Acid,Salicylic Acid,1.44,1,0.001,138.12,0,159,211,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Oxalic Acid,Solid,0,1,Oxalic Acid,Oxalic Acid,Oxalic Acid,1.9,1,0.001,90.03,0,189.5,157,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Tartaric Acid,Solid,0,1,Tartaric Acid,Tartaric Acid,Tartaric Acid,1.76,1,0.001,150.09,0,171,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Succinic Acid,Solid,0,1,Succinic Acid,Succinic Acid,Succinic Acid,1.56,1,0.001,118.09,0,188,235,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Malic Acid,Solid,0,1,Malic Acid,Malic Acid,Malic Acid,1.61,1,0.001,134.09,0,130,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Methyl Acetate,Liquid,0,1,Methyl Acetate,Methyl Acetate,Methyl Acetate,0.93,1,0.001,74.08,0,-98.1,56.9,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Ethyl Acetate,Liquid,0,1,Ethyl Acetate,Ethyl Acetate,Ethyl Acetate,0.9,1,0.001,88.11,0,-83.6,77.1,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Propyl Acetate,Liquid,0,1,Propyl Acetate,Propyl Acetate,Propyl Acetate,0.89,1,0.001,102.13,0,-95,101.5,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Butyl Acetate,Liquid,0,1,Butyl Acetate,Butyl Acetate,Butyl Acetate,0.88,1,0.001,116.16,0,-77.9,126.1,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Diethyl Ether,Liquid,0,1,Diethyl Ether,Diethyl Ether,Diethyl Ether,0.71,1,0.001,74.12,0,-116.3,34.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Dimethyl Ether,Gas,0,1,Dimethyl Ether,Dimethyl Ether,Dimethyl Ether,0.002,1,0.001,46.07,0,-141.5,-24.8,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Tetrahydrofuran,Liquid,0,1,Tetrahydrofuran,Tetrahydrofuran,Tetrahydrofuran,0.89,1,0.001,72.11,0,-108.5,66,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Ethylbenzene,Liquid,0,1,Ethylbenzene,Ethylbenzene,Ethylbenzene,0.87,1,0.001,106.16,0,-95,136.2,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Styrene,Liquid,0,1,Styrene,Styrene,Styrene,0.906,1,0.001,104.15,0,-30.2,145.2,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Naphthalene,Solid,0,1,Naphthalene,Naphthalene,Naphthalene,1.02,1,0.001,128.17,0,80.2,218,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Chlorobenzene,Liquid,0,1,Chlorobenzene,Chlorobenzene,Chlorobenzene,1.11,1,0.001,112.56,0,-45.2,131.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Dichloromethane,Liquid,0,1,Dichloromethane,Dichloromethane,Dichloromethane,1.33,1,0.001,84.93,0,-97.4,40,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Vinyl Chloride,Gas,0,1,Vinyl Chloride,Vinyl Chloride,Vinyl Chloride,0.002,1,0.001,62.5,0,-153.8,-13.4,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Methylamine,Gas,0,1,Methylamine,Methylamine,Methylamine,0.001,1,0.001,31.06,0,-93.5,-6.3,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Ethylamine,Liquid,0,1,Ethylamine,Ethylamine,Ethylamine,0.69,1,0.001,45.08,0,-81,16.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Dimethylamine,Gas,0,1,Dimethylamine,Dimethylamine,Dimethylamine,0.001,1,0.001,45.08,0,-92.2,7,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Trimethylamine,Gas,0,1,Trimethylamine,Trimethylamine,Trimethylamine,0.001,1,0.001,59.11,0,-117.2,3,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Triethylamine,Liquid,0,1,Triethylamine,Triethylamine,Triethylamine,0.73,1,0.001,101.19,0,-114.7,89,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Acetonitrile,Liquid,0,1,Acetonitrile,Acetonitrile,Acetonitrile,0.79,1,0.001,41.05,0,-43.8,81.6,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Acrylonitrile,Liquid,0,1,Acrylonitrile,Acrylonitrile,Acrylonitrile,0.8,1,0.001,53.06,0,-83.5,77.3,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Phosphoric Acid,Liquid,0,1,Phosphoric Acid,Phosphoric Acid,Phosphoric Acid,1.88,1,0.001,98,0,42.4,158,0.1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0xE8F4F8,1,0.4,0.3,,,,,0,0,0,0,0
Calcium Chloride,Solid,0,1,Calcium Chloride,Calcium Chloride,Calcium Chloride,2.15,1,0.001,110.98,0,772,1935,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Magnesium Chloride,Solid,0,1,Magnesium Chloride,Magnesium Chloride,Magnesium Chloride,2.32,1,0.001,95.21,0,714,1418,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lithium Chloride,Solid,0,1,Lithium Chloride,Lithium Chloride,Lithium Chloride,2.07,1,0.001,42.39,0,605,1382,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Barium Chloride,Solid,0,1,Barium Chloride,Barium Chloride,Barium Chloride,3.86,1,0.001,208.23,0,962,1560,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Strontium Chloride,Solid,0,1,Strontium Chloride,Strontium Chloride,Strontium Chloride,3.05,1,0.001,158.53,0,875,1250,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Zinc Chloride,Solid,0,1,Zinc Chloride,Zinc Chloride,Zinc Chloride,2.91,1,0.001,136.29,0,283,732,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Iron(III) Chloride,Solid,0,1,Iron(III) Chloride,Iron(III) Chloride,Iron(III) Chloride,2.9,1,0.001,162.2,0,306,316,0.1,0xD4A017,1,0xD4A017,1,0xD4A017,1,0xD4A017,1,0.4,0.3,,,,,0,0,0,0,0
Iron(II) Chloride,Solid,0,1,Iron(II) Chloride,Iron(II) Chloride,Iron(II) Chloride,3.16,1,0.001,126.75,0,677,1024,0.1,0x90EE90,1,0x90EE90,1,0x90EE90,1,0x90EE90,1,0.4,0.3,,,,,0,0,0,0,0
Copper Chloride,Solid,0,1,Copper Chloride,Copper Chloride,Copper Chloride,3.39,1,0.001,134.45,0,430,1490,0.1,0x0066CC,1,0x0066CC,1,0x0066CC,1,0x0066CC,1,0.4,0.3,,,,,0,0,0,0,0
Lead Chloride,Solid,0,1,Lead Chloride,Lead Chloride,Lead Chloride,5.85,1,0.001,278.1,0,501,950,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Silver Chloride,Solid,0,1,Silver Chloride,Silver Chloride,Silver Chloride,5.56,1,0.001,143.32,0,455,1547,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Mercury Chloride,Solid,0,1,Mercury Chloride,Mercury Chloride,Mercury Chloride,5.44,1,0.001,271.52,0,277,304,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Aluminum Chloride,Solid,0,1,Aluminum Chloride,Aluminum Chloride,Aluminum Chloride,2.48,1,0.001,133.34,0,192.6,180,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Nickel Chloride,Solid,0,1,Nickel Chloride,Nickel Chloride,Nickel Chloride,3.51,1,0.001,129.6,0,1001,0,0.1,0x98FB98,1,0x98FB98,1,0x98FB98,1,0x98FB98,1,0.4,0.3,,,,,0,0,0,0,0
Potassium Hydroxide,Solid,0,1,Potassium Hydroxide,Potassium Hydroxide,Potassium Hydroxide,2.12,1,0.001,56.11,0,360,1327,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Calcium Hydroxide,Solid,0,1,Calcium Hydroxide,Calcium Hydroxide,Calcium Hydroxide,2.21,1,0.001,74.09,0,512,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Magnesium Hydroxide,Solid,0,1,Magnesium Hydroxide,Magnesium Hydroxide,Magnesium Hydroxide,2.37,1,0.001,58.32,0,350,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Barium Hydroxide,Solid,0,1,Barium Hydroxide,Barium Hydroxide,Barium Hydroxide,3.74,1,0.001,171.34,0,408,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Zinc Hydroxide,Solid,0,1,Zinc Hydroxide,Zinc Hydroxide,Zinc Hydroxide,3.05,1,0.001,99.39,0,125,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Copper Hydroxide,Solid,0,1,Copper Hydroxide,Copper Hydroxide,Copper Hydroxide,3.37,1,0.001,97.56,0,0,0,0.1,0x87CEEB,1,0x87CEEB,1,0x87CEEB,1,0x87CEEB,1,0.4,0.3,,,,,0,0,0,0,0
Iron(III) Hydroxide,Solid,0,1,Iron(III) Hydroxide,Iron(III) Hydroxide,Iron(III) Hydroxide,3.9,1,0.001,106.87,0,0,0,0.1,0xD2691E,1,0xD2691E,1,0xD2691E,1,0xD2691E,1,0.4,0.3,,,,,0,0,0,0,0
Aluminum Hydroxide,Solid,0,1,Aluminum Hydroxide,Aluminum Hydroxide,Aluminum Hydroxide,2.42,1,0.001,78,0,300,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lead Hydroxide,Solid,0,1,Lead Hydroxide,Lead Hydroxide,Lead Hydroxide,7.59,1,0.001,241.21,0,0,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sodium Sulfate,Solid,0,1,Sodium Sulfate,Sodium Sulfate,Sodium Sulfate,2.66,1,0.001,142.04,0,884,1429,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Potassium Sulfate,Solid,0,1,Potassium Sulfate,Potassium Sulfate,Potassium Sulfate,2.66,1,0.001,174.26,0,1069,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Calcium Sulfate,Solid,0,1,Calcium Sulfate,Calcium Sulfate,Calcium Sulfate,2.96,1,0.001,136.14,0,1460,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Iron(II) Sulfate,Solid,0,1,Iron(II) Sulfate,Iron(II) Sulfate,Iron(II) Sulfate,3.65,1,0.001,151.91,0,64,0,0.1,0x90EE90,1,0x90EE90,1,0x90EE90,1,0x90EE90,1,0.4,0.3,,,,,0,0,0,0,0
Zinc Sulfate,Solid,0,1,Zinc Sulfate,Zinc Sulfate,Zinc Sulfate,3.54,1,0.001,161.47,0,680,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lead Sulfate,Solid,0,1,Lead Sulfate,Lead Sulfate,Lead Sulfate,6.2,1,0.001,303.26,0,1170,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Aluminum Sulfate,Solid,0,1,Aluminum Sulfate,Aluminum Sulfate,Aluminum Sulfate,2.71,1,0.001,342.15,0,770,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Sodium Nitrate,Solid,0,1,Sodium Nitrate,Sodium Nitrate,Sodium Nitrate,2.26,1,0.001,84.99,0,308,380,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Potassium Nitrate,Solid,0,1,Potassium Nitrate,Potassium Nitrate,Potassium Nitrate,2.11,1,0.001,101.1,0,334,400,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Calcium Nitrate,Solid,0,1,Calcium Nitrate,Calcium Nitrate,Calcium Nitrate,2.5,1,0.001,164.09,0,561,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Magnesium Nitrate,Solid,0,1,Magnesium Nitrate,Magnesium Nitrate,Magnesium Nitrate,1.46,1,0.001,148.31,0,129,330,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Barium Nitrate,Solid,0,1,Barium Nitrate,Barium Nitrate,Barium Nitrate,3.24,1,0.001,261.34,0,592,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Lead Nitrate,Solid,0,1,Lead Nitrate,Lead Nitrate,Lead Nitrate,4.53,1,0.001,331.2,0,470,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Zinc Nitrate,Solid,0,1,Zinc Nitrate,Zinc Nitrate,Zinc Nitrate,2.07,1,0.001,189.4,0,36,0,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
Ammonium Nitrate,Solid,0,1,Ammonium Nitrate,Ammonium Nitrate,Ammonium Nitrate,1.73,1,0.001,80.04,0,169,210,0.1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0xFFFFFF,1,0.4,0.3,,,,,0,0,0,0,0
